Fiscal Year,Fund Class,Fund,Cost Center,Description,Type,Object Code,Description,Budget-Mayor's Recommended,Budget-Council Approved
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,214105,OP/MAINT CERTIFICATION PAY    ,5304,5304
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,214109,OP/MAINT OTHER PAY            ,10404,10404
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2143,OP/MAINT OVERTIME PAY         ,35700,35700
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2172,SPECIAL PAY-TOOL ALLOWANCE    ,25200,25200
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,219110,EMPLOYEE BENEFITS-FICA        ,118406,118406
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,219114,DEFERRED BENEFIT 401K         ,3222,3222
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,263254,263254
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,219118,Emp.Benefits 501C9 OPEB       ,22776,22776
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2195,EMPLOYEE INSURANCE            ,233628,233628
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,219501,HSA - City Contribution       ,21000,21000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2221,STATIONERY SUPPLIES           ,2000,2000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2231,GASOLINE AND OIL              ,50000,50000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,223101,DIESEL FUEL                   ,300000,300000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,223104,GASOLINE NON-LEADED           ,325000,325000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,223108,NATURAL GAS - Vehicles        ,326000,326000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,223109,OTHER FUEL                    ,5000,5000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2233,TIRES                         ,75000,75000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2237,MOTIVE EQUIPMENT SUPPLIES     ,515000,515000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2265,WELDING SUPPLIES              ,4500,4500
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2267,PAINT & PAINTING SUPPLIES     ,8500,8500
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2274,JANITORIAL SUPPLIES           ,4500,4500
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2275,LAUNDRY & LINEN SUPPLIES      ,14000,14000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2292,CHEMICALS                     ,35000,35000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2295,SAFETY EQUIPMENT              ,7000,7000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2296,LICENSE & TAGS / CERTIFICATES ,1500,1500
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2298,SMALL TOOLS & EQUIPMENT       ,15000,15000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,229899,TOOLS/EQUIP-CONTROLLED F.A.   ,8100,8100
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2299,OTHER MATERIAL & SUPPLIES     ,6300,6300
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2341,OFFICE EQUIPMENT MC'S         ,500,500
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2344,MOTIVE EQUIPMENT MC'S         ,120000,120000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2513,EQUIPMENT RENTAL              ,7000,7000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2521,EMP. MEAL ALLOWANCE           ,1300,1300
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,2522,MEMBERSHIPS                   ,500,500
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,252202,Professional Licensing fees   ,3000,3000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,275015,MOTIVE NEW AUTOS & TRUCKS     ,1240000,1240000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5405000,MOTIVE EQUIPMENT              ,XP,276090,OTHER NON-MOTIVE EQUIP-REPLACE,80000,80000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,111018,111018
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,211102,EXECUTIVE LONGEVITY PAY       ,3000,3000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,215101,CLERICAL ANNUAL BASE PAY      ,173508,173508
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,215102,CLERICAL LONGEVITY PAY        ,4500,4500
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,215109,CLERICAL OTHER PAY            ,5196,5196
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,2153,CLERICAL OVERTIME PAY         ,5600,5600
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,219110,EMPLOYEE BENEFITS-FICA        ,22740,22740
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,219114,DEFERRED BENEFIT 401K         ,870,870
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,51390,51390
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,219118,Emp.Benefits 501C9 OPEB       ,4596,4596
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,2195,EMPLOYEE INSURANCE            ,54204,54204
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,219501,HSA - City Contribution       ,2250,2250
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,2221,STATIONERY SUPPLIES           ,1200,1200
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,2274,JANITORIAL SUPPLIES           ,300,300
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,2275,LAUNDRY & LINEN SUPPLIES      ,1700,1700
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,2292,CHEMICALS                     ,100,100
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,2295,SAFETY EQUIPMENT              ,500,500
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,2298,SMALL TOOLS & EQUIPMENT       ,800,800
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,2299,OTHER MATERIAL & SUPPLIES     ,23000,23000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,2341,OFFICE EQUIPMENT MC'S         ,800,800
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,2521,EMP. MEAL ALLOWANCE           ,300,300
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,252202,Professional Licensing fees   ,200,200
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5406000,STORES                        ,XP,2529,OTHER EMPLOYEE COSTS          ,100,100
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,790914,790914
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,211102,EXECUTIVE LONGEVITY PAY       ,15025,15025
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,211109,EXECUTIVE - OTHER PAY         ,5616,5616
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2113,EXECUTIVE - OVERTIME PAY      ,28800,28800
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,2986620,2986620
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,214102,OP/MAINT LONGEVITY PAY        ,47925,47925
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,214109,OP/MAINT OTHER PAY            ,34116,34116
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2143,OP/MAINT OVERTIME PAY         ,146900,146900
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,219110,EMPLOYEE BENEFITS-FICA        ,296835,296835
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,219113,EMPL BENEFITS-STATE RETIREMENT,90240,90240
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,219114,DEFERRED BENEFIT 401K         ,2712,2712
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,588547,588547
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,219118,Emp.Benefits 501C9 OPEB       ,63264,63264
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2195,EMPLOYEE INSURANCE            ,798360,798360
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,219501,HSA - City Contribution       ,49500,49500
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2221,STATIONERY SUPPLIES           ,1500,1500
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2262,PREMIX CONCRETE               ,40000,40000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2264,STEEL                         ,500,500
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2265,WELDING SUPPLIES              ,1000,1000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2267,PAINT & PAINTING SUPPLIES     ,235000,235000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2269,OTHER CONSTRUCTION M & S      ,20000,20000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2272,PLUMBING SUPPLIES             ,10000,10000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,227303,ROAD AND RUNWAY SUPPLIES      ,230000,230000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2275,LAUNDRY & LINEN SUPPLIES      ,25000,25000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2276,TREES PLANTS & SHRUBS         ,3000,3000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2278,GROUNDS SUPPLIES              ,70000,70000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2285,SALT                          ,60000,60000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2292,CHEMICALS                     ,1477000,1477000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2295,SAFETY EQUIPMENT              ,20000,20000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2298,SMALL TOOLS & EQUIPMENT       ,21000,21000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,229899,TOOLS/EQUIP-CONTROLLED F.A.   ,15000,15000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2299,OTHER MATERIAL & SUPPLIES     ,34900,34900
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,229996,Office Furniture Non Capital  ,5000,5000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2341,OFFICE EQUIPMENT MC'S         ,2000,2000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2396,WASTE DISPOSAL                ,30000,30000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2513,EQUIPMENT RENTAL              ,94000,94000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2521,EMP. MEAL ALLOWANCE           ,5000,5000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2522,MEMBERSHIPS                   ,900,900
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,252202,Professional Licensing fees   ,1000,1000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2524,MILEAGE                       ,900,900
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5407000,RUNWAYS/TAXIWAYS/ROADS        ,XP,2529,OTHER EMPLOYEE COSTS          ,2500,2500
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,122622,122622
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,211102,EXECUTIVE LONGEVITY PAY       ,200,200
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,2113,EXECUTIVE - OVERTIME PAY      ,600,600
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,614520,614520
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,214102,OP/MAINT LONGEVITY PAY        ,13800,13800
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,214109,OP/MAINT OTHER PAY            ,1872,1872
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,2143,OP/MAINT OVERTIME PAY         ,9200,9200
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,219110,EMPLOYEE BENEFITS-FICA        ,57604,57604
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,219113,EMPL BENEFITS-STATE RETIREMENT,9456,9456
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,219114,DEFERRED BENEFIT 401K         ,3948,3948
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,121722,121722
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,219118,Emp.Benefits 501C9 OPEB       ,12108,12108
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,2195,EMPLOYEE INSURANCE            ,123480,123480
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,219501,HSA - City Contribution       ,10500,10500
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,2267,PAINT & PAINTING SUPPLIES     ,29000,29000
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,2268,CARPENTRY SUPPLIES            ,69200,69200
2014,AIRPORT FUND                  ,IMPROVEMENT FUND              ,5408000,GROUNDS                       ,XP,2269,OTHER CONSTRUCTION M & S      ,60000,60000
